poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
88353,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,1.7,-0.3,,2.0,North Carolina,9/11/24,9/17/24,,"",,,,,210739,600,lv,,lv,,9/25/24 11:38,"",https://www.aarp.org/pri/topics/voter-research/politics/north-carolina-older-voter-survey-2024/,https://www.aarp.org/pri/topics/voter-research/politics/north-carolina-older-voter-survey-2024/,,https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/north-carolina-older-voter-survey-2024.doi.10.26419-2fres.00813.038.pdf,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,52.0
88353,1699,Fabrizio/Impact,42,AARP,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,1.7,-0.3,,2.0,North Carolina,9/11/24,9/17/24,,"",,,,,210739,600,lv,,lv,,9/25/24 11:38,"",https://www.aarp.org/pri/topics/voter-research/politics/north-carolina-older-voter-survey-2024/,https://www.aarp.org/pri/topics/voter-research/politics/north-carolina-older-voter-survey-2024/,,https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/north-carolina-older-voter-survey-2024.doi.10.26419-2fres.00813.038.pdf,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,42.0
88243,1347,Cygnal,2100,Carolina Journal,Cygnal,67,Cygnal,2.1,-1.1,Live Phone/Text-to-Web,4.0,North Carolina,9/15/24,9/16/24,,"",,,,,210095,600,lv,,lv,,9/19/24 09:24,"",https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://mcusercontent.com/259a50ef0a1608ab2bc2cf891/files/d0332663-4f51-92dd-27d6-20dc9d457fd4/22402_CJ_NC_Sept_039_24_Toplines.pdf?utm_source=Press+List&utm_campaign=a6b26c6fc6-September+2024+Carolina+Journal+Poll&utm_medium=email&utm_term=0_b874deb832-a6b26c6fc6-430955024&mc_cid=a6b26c6fc6&mc_eid=d5e6cc79c3,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.carolinajournal.com%2Fwp-content%2Fuploads%2F2024%2F09%2F22402-CJ-NC-Sept24-Crosstabs.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,45.5
88243,1347,Cygnal,2100,Carolina Journal,Cygnal,67,Cygnal,2.1,-1.1,Live Phone/Text-to-Web,4.0,North Carolina,9/15/24,9/16/24,,"",,,,,210095,600,lv,,lv,,9/19/24 09:24,"",https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://mcusercontent.com/259a50ef0a1608ab2bc2cf891/files/d0332663-4f51-92dd-27d6-20dc9d457fd4/22402_CJ_NC_Sept_039_24_Toplines.pdf?utm_source=Press+List&utm_campaign=a6b26c6fc6-September+2024+Carolina+Journal+Poll&utm_medium=email&utm_term=0_b874deb832-a6b26c6fc6-430955024&mc_cid=a6b26c6fc6&mc_eid=d5e6cc79c3,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.carolinajournal.com%2Fwp-content%2Fuploads%2F2024%2F09%2F22402-CJ-NC-Sept24-Crosstabs.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,39.2
88243,1347,Cygnal,2100,Carolina Journal,Cygnal,67,Cygnal,2.1,-1.1,Live Phone/Text-to-Web,4.0,North Carolina,9/15/24,9/16/24,,"",,,,,210095,600,lv,,lv,,9/19/24 09:24,"",https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://mcusercontent.com/259a50ef0a1608ab2bc2cf891/files/d0332663-4f51-92dd-27d6-20dc9d457fd4/22402_CJ_NC_Sept_039_24_Toplines.pdf?utm_source=Press+List&utm_campaign=a6b26c6fc6-September+2024+Carolina+Journal+Poll&utm_medium=email&utm_term=0_b874deb832-a6b26c6fc6-430955024&mc_cid=a6b26c6fc6&mc_eid=d5e6cc79c3,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.carolinajournal.com%2Fwp-content%2Fuploads%2F2024%2F09%2F22402-CJ-NC-Sept24-Crosstabs.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,GRE,Turner,31761,Michael Wayne Turner,0.3
88243,1347,Cygnal,2100,Carolina Journal,Cygnal,67,Cygnal,2.1,-1.1,Live Phone/Text-to-Web,4.0,North Carolina,9/15/24,9/16/24,,"",,,,,210095,600,lv,,lv,,9/19/24 09:24,"",https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://mcusercontent.com/259a50ef0a1608ab2bc2cf891/files/d0332663-4f51-92dd-27d6-20dc9d457fd4/22402_CJ_NC_Sept_039_24_Toplines.pdf?utm_source=Press+List&utm_campaign=a6b26c6fc6-September+2024+Carolina+Journal+Poll&utm_medium=email&utm_term=0_b874deb832-a6b26c6fc6-430955024&mc_cid=a6b26c6fc6&mc_eid=d5e6cc79c3,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.carolinajournal.com%2Fwp-content%2Fuploads%2F2024%2F09%2F22402-CJ-NC-Sept24-Crosstabs.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,LIB,Ross,31763,Mike Ross,2.4
88243,1347,Cygnal,2100,Carolina Journal,Cygnal,67,Cygnal,2.1,-1.1,Live Phone/Text-to-Web,4.0,North Carolina,9/15/24,9/16/24,,"",,,,,210095,600,lv,,lv,,9/19/24 09:24,"",https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://www.carolinajournal.com/trump-harris-tied-in-new-nc-poll-of-likely-voters/,https://mcusercontent.com/259a50ef0a1608ab2bc2cf891/files/d0332663-4f51-92dd-27d6-20dc9d457fd4/22402_CJ_NC_Sept_039_24_Toplines.pdf?utm_source=Press+List&utm_campaign=a6b26c6fc6-September+2024+Carolina+Journal+Poll&utm_medium=email&utm_term=0_b874deb832-a6b26c6fc6-430955024&mc_cid=a6b26c6fc6&mc_eid=d5e6cc79c3,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fwww.carolinajournal.com%2Fwp-content%2Fuploads%2F2024%2F09%2F22402-CJ-NC-Sept24-Crosstabs.xlsx&wdOrigin=BROWSELINK,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,CON,Smith,37427,Walter Vinny Smith,0.2
88219,525,U. New Hampshire,"","",University of New Hampshire Survey Center,357,University of New Hampshire Survey Center,2.6,-0.3,Probability Panel,10.0,New Hampshire,9/12/24,9/16/24,,"",,,,,210181,1695,lv,,lv,,9/19/24 14:23,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1820&context=survey_center_polls,,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1820&context=survey_center_polls,"",,,9542,2024,Governor,0,,11/5/24,general,false,false,,DEM,Craig,31054,Joyce Craig,47.0
88219,525,U. New Hampshire,"","",University of New Hampshire Survey Center,357,University of New Hampshire Survey Center,2.6,-0.3,Probability Panel,10.0,New Hampshire,9/12/24,9/16/24,,"",,,,,210181,1695,lv,,lv,,9/19/24 14:23,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1820&context=survey_center_polls,,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1820&context=survey_center_polls,"",,,9542,2024,Governor,0,,11/5/24,general,false,false,,REP,Ayotte,31055,Kelly Ayotte,46.0
88219,525,U. New Hampshire,"","",University of New Hampshire Survey Center,357,University of New Hampshire Survey Center,2.6,-0.3,Probability Panel,10.0,New Hampshire,9/12/24,9/16/24,,"",,,,,210181,1695,lv,,lv,,9/19/24 14:23,"",https://scholars.unh.edu/cgi/viewcontent.cgi?article=1820&context=survey_center_polls,,,https://scholars.unh.edu/cgi/viewcontent.cgi?article=1820&context=survey_center_polls,"",,,9542,2024,Governor,0,,11/5/24,general,false,false,,LIB,Villee,37466,Stephen Villee,0.0
88188,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7.0,Missouri,9/12/24,9/13/24,,"",,,,,209614,850,lv,,lv,,9/17/24 09:21,"",https://emersoncollegepolling.com/september-2024-missouri-poll-republican-candidates-lead-in-president-governor-senate-races/,https://emersoncollegepolling.com/september-2024-missouri-poll-republican-candidates-lead-in-president-governor-senate-races/,,https://docs.google.com/spreadsheets/d/1_lzmZngMKiuwK7ISJFJY9N2XspUdpy8a/edit?gid=56094561#gid=56094561,"",,,9540,2024,Governor,0,,11/5/24,general,false,false,,DEM,Quade,31106,Crystal Quade,36.0
88188,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7.0,Missouri,9/12/24,9/13/24,,"",,,,,209614,850,lv,,lv,,9/17/24 09:21,"",https://emersoncollegepolling.com/september-2024-missouri-poll-republican-candidates-lead-in-president-governor-senate-races/,https://emersoncollegepolling.com/september-2024-missouri-poll-republican-candidates-lead-in-president-governor-senate-races/,,https://docs.google.com/spreadsheets/d/1_lzmZngMKiuwK7ISJFJY9N2XspUdpy8a/edit?gid=56094561#gid=56094561,"",,,9540,2024,Governor,0,,11/5/24,general,false,false,,REP,Kehoe,31107,Mike Kehoe,51.7
88189,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7.0,Indiana,9/12/24,9/13/24,,"",,,,,209615,1000,lv,,lv,,9/17/24 09:21,"",https://emersoncollegepolling.com/indiana-september-2024-poll-trump-57-harris-40/,https://emersoncollegepolling.com/indiana-september-2024-poll-trump-57-harris-40/,,https://docs.google.com/spreadsheets/d/1DyXtvKL7EuVHKIh5v0v_c7oATHVrQXoe/edit?gid=2096770241#gid=2096770241,"",,,9539,2024,Governor,0,,11/5/24,general,false,false,,DEM,McCormick,31062,Jennifer McCormick,34.3
88189,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7.0,Indiana,9/12/24,9/13/24,,"",,,,,209615,1000,lv,,lv,,9/17/24 09:21,"",https://emersoncollegepolling.com/indiana-september-2024-poll-trump-57-harris-40/,https://emersoncollegepolling.com/indiana-september-2024-poll-trump-57-harris-40/,,https://docs.google.com/spreadsheets/d/1DyXtvKL7EuVHKIh5v0v_c7oATHVrQXoe/edit?gid=2096770241#gid=2096770241,"",,,9539,2024,Governor,0,,11/5/24,general,false,false,,REP,Braun,31063,Mike Braun,45.3
88189,1102,Emerson,960,The Hill,Emerson College,88,Emerson College,2.9,-1.1,Online Panel/Text-to-Web,7.0,Indiana,9/12/24,9/13/24,,"",,,,,209615,1000,lv,,lv,,9/17/24 09:21,"",https://emersoncollegepolling.com/indiana-september-2024-poll-trump-57-harris-40/,https://emersoncollegepolling.com/indiana-september-2024-poll-trump-57-harris-40/,,https://docs.google.com/spreadsheets/d/1DyXtvKL7EuVHKIh5v0v_c7oATHVrQXoe/edit?gid=2096770241#gid=2096770241,"",,,9539,2024,Governor,0,,11/5/24,general,false,false,,LIB,Rainwater,37464,Donald G. Rainwater,5.8
88302,978,Elon U.,"","",Elon University,86,Elon University,2.5,-0.6,Online Panel,8.0,North Carolina,9/4/24,9/13/24,,"",,,,,210404,800,rv,,rv,,9/24/24 09:08,"",https://www.elon.edu/u/elon-poll/elon-poll-september-24-2024/,https://www.elon.edu/u/elon-poll/elon-poll-september-24-2024/,https://eloncdn.blob.core.windows.net/eu3/sites/819/2024/09/Elon-Poll-Report-092424.pdf,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,49.0
88302,978,Elon U.,"","",Elon University,86,Elon University,2.5,-0.6,Online Panel,8.0,North Carolina,9/4/24,9/13/24,,"",,,,,210404,800,rv,,rv,,9/24/24 09:08,"",https://www.elon.edu/u/elon-poll/elon-poll-september-24-2024/,https://www.elon.edu/u/elon-poll/elon-poll-september-24-2024/,https://eloncdn.blob.core.windows.net/eu3/sites/819/2024/09/Elon-Poll-Report-092424.pdf,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,35.0
88163,446,St. Anselm,"","",Saint Anselm College Survey Center,494,Saint Anselm College Survey Center,2.4,-0.5,Online Panel,6.0,New Hampshire,9/11/24,9/12/24,,"",,,,,209585,2241,lv,,lv,,9/16/24 19:50,"",https://www.anselm.edu/about/anselmian-hub/news/new-poll-saint-anselm-college-survey-center-shows-republican-kelly-ayotte-narrow-lead,https://www.anselm.edu/about/anselmian-hub/news/new-poll-saint-anselm-college-survey-center-shows-republican-kelly-ayotte-narrow-lead,,https://projects.fivethirtyeight.com/polls/20240916_NH_StAnselm.pdf,"",,,9542,2024,Governor,0,,11/5/24,general,false,false,,DEM,Craig,31054,Joyce Craig,43.0
88163,446,St. Anselm,"","",Saint Anselm College Survey Center,494,Saint Anselm College Survey Center,2.4,-0.5,Online Panel,6.0,New Hampshire,9/11/24,9/12/24,,"",,,,,209585,2241,lv,,lv,,9/16/24 19:50,"",https://www.anselm.edu/about/anselmian-hub/news/new-poll-saint-anselm-college-survey-center-shows-republican-kelly-ayotte-narrow-lead,https://www.anselm.edu/about/anselmian-hub/news/new-poll-saint-anselm-college-survey-center-shows-republican-kelly-ayotte-narrow-lead,,https://projects.fivethirtyeight.com/polls/20240916_NH_StAnselm.pdf,"",,,9542,2024,Governor,0,,11/5/24,general,false,false,,REP,Ayotte,31055,Kelly Ayotte,46.0
88113,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,9/6/24,9/9/24,,"",,,,,208771,495,lv,,lv,,9/10/24 13:16,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,DEM,Stein,30167,Joshua Harold Stein,42.0
88113,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,9/6/24,9/9/24,,"",,,,,208771,495,lv,,lv,,9/10/24 13:16,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,REP,Robinson,30168,Mark Keith Robinson,33.0
88113,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,9/6/24,9/9/24,,"",,,,,208771,495,lv,,lv,,9/10/24 13:16,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,LIB,Ross,31763,Mike Ross,1.0
88113,1562,Redfield & Wilton Strategies,1473,The Telegraph,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.4,Online Panel,9.0,North Carolina,9/6/24,9/9/24,,"",,,,,208771,495,lv,,lv,,9/10/24 13:16,"",https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,https://redfieldandwiltonstrategies.com/latest-us-swing-states-voting-intention-6-9-september-2024/#usvipop,,,"",,,9502,2024,Governor,0,,11/5/24,general,false,false,,GRE,Turner,31761,Michael Wayne Turner,0.0
88265,1773,Research America,682,University of Mary Washington CLMS,Research America,268,Repass,0.7,1.7,Live Phone/Online Panel,4.0,Virginia,9/3/24,9/9/24,,"",,,,,210743,1000,a,,a,,9/25/24 14:16,"",https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/2024/09/24/a-look-ahead-at-the-2025-gubernatorial-contest-through-umw-center-for-leadership-and-media-studies-poll/,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/UMW-Survey-Topline-Two-1.pdf,https://www.umw.edu/news/wp-content/uploads/sites/7/2024/09/Survey-Results-2024_16-page.pdf,"",,,10012,2025,Governor,0,,11/4/25,general,false,false,,DEM,Spanberger,31079,Abigail A. Spanberger,39.0
